Route: Chafe's Landing
Dest: Chafe's Landing, 11 Main Rd, Petty Harbour
47.58136,-52.67638
47.58146,-52.67653
47.58155,-52.67675
47.58160,-52.67696
47.58161,-52.67717
47.58163,-52.67781
47.58171,-52.67804
47.58180,-52.67819
47.58167,-52.67850
47.58158,-52.67874
47.58153,-52.67897
47.58152,-52.67907
47.58146,-52.67918
47.58140,-52.67938
47.58135,-52.67971
47.58133,-52.68071
47.58136,-52.68124
47.58136,-52.68147
47.58131,-52.68169
47.58085,-52.68243
47.58060,-52.68289
47.57982,-52.68474
47.57953,-52.68561
47.57830,-52.68957
47.57684,-52.69400
47.57656,-52.69471
47.57602,-52.69585
47.57560,-52.69671
47.57469,-52.69696
47.57457,-52.69701
47.57437,-52.69714
47.57393,-52.69750
47.57384,-52.69754
47.57376,-52.69757
47.57283,-52.69763
47.57240,-52.69765
47.57223,-52.69770
47.57218,-52.69770
47.57164,-52.69758
47.57161,-52.69786
47.57084,-52.69745
47.57083,-52.69750
47.57057,-52.69819
47.56959,-52.70047
47.56922,-52.70118
47.56913,-52.70132
47.56853,-52.70197
47.56839,-52.70217
47.56758,-52.70316
47.56728,-52.70354
47.56674,-52.70422
47.56642,-52.70460
47.56616,-52.70490
47.56591,-52.70453
47.56576,-52.70431
47.56570,-52.70426
47.56562,-52.70423
47.56558,-52.70424
47.56550,-52.70428
47.56541,-52.70436
47.56400,-52.70586
47.56261,-52.70728
47.56188,-52.70803
47.56177,-52.70818
47.56155,-52.70857
47.56115,-52.70914
47.56082,-52.70946
47.56064,-52.70958
47.56035,-52.70967
47.56004,-52.70982
47.55963,-52.71002
47.55945,-52.71018
47.55935,-52.71028
47.55930,-52.71037
47.55923,-52.71053
47.55918,-52.71079
47.55917,-52.71110
47.55919,-52.71134
47.55920,-52.71166
47.55920,-52.71179
47.55893,-52.71180
47.55835,-52.71183
47.55800,-52.71180
47.55786,-52.71182
47.55763,-52.71191
47.55746,-52.71200
47.55699,-52.71224
47.55677,-52.71238
47.55647,-52.71264
47.55608,-52.71298
47.55560,-52.71336
47.55532,-52.71353
47.55496,-52.71374
47.55437,-52.71404
47.55380,-52.71439
47.55337,-52.71473
47.55263,-52.71554
47.55201,-52.71628
47.55181,-52.71644
47.55166,-52.71665
47.55137,-52.71705
47.55095,-52.71757
47.55079,-52.71773
47.55045,-52.71801
47.54991,-52.71841
47.54960,-52.71868
47.54921,-52.71913
47.54891,-52.71948
47.54876,-52.71911
47.54865,-52.71874
47.54863,-52.71856
47.54865,-52.71807
47.54867,-52.71758
47.54865,-52.71743
47.54859,-52.71723
47.54851,-52.71709
47.54841,-52.71702
47.54831,-52.71704
47.54817,-52.71715
47.54687,-52.71830
47.54598,-52.71924
47.54587,-52.71934
47.54576,-52.71939
47.54561,-52.71937
47.54551,-52.71929
47.54544,-52.71917
47.54539,-52.71901
47.54540,-52.71881
47.54549,-52.71854
47.54596,-52.71796
47.54650,-52.71723
47.54661,-52.71703
47.54689,-52.71645
47.54709,-52.71594
47.54738,-52.71534
47.54753,-52.71506
47.54767,-52.71475
47.54776,-52.71441
47.54782,-52.71403
47.54784,-52.71333
47.54787,-52.71009
47.54781,-52.70939
47.54775,-52.70911
47.54768,-52.70886
47.54758,-52.70864
47.54745,-52.70843
47.54646,-52.70705
47.54628,-52.70687
47.54612,-52.70676
47.54597,-52.70671
47.54583,-52.70670
47.54562,-52.70676
