# Route optimzied by routeClean.pl v0.10a By Chris Spencer B.
# Inter-point distance optimized to 100 metres minimum.
41.35347,2.12792
41.35253,2.12905
41.35191,2.12985
41.35115,2.13049
41.34959,2.13216
41.34761,2.13380
41.34729,2.13487
41.34775,2.13620
41.34832,2.13694
41.34872,2.13793
41.35034,2.14372
41.35081,2.14509
41.35018,2.14620
41.34931,2.14675
41.34770,2.14712
41.34709,2.14778
41.34783,2.14835
41.34890,2.14823
41.35001,2.14913
41.35038,2.14997
41.35081,2.15107
41.35117,2.15218
41.35143,2.15309
41.35190,2.15512
41.35229,2.15624
41.35300,2.15771
41.35352,2.15845
41.35508,2.15999
41.35609,2.16106
41.35809,2.16332
41.35952,2.16532
41.36025,2.16649
41.36103,2.16759
41.36194,2.16883
41.36306,2.16980
41.36507,2.17125
41.36646,2.17203
41.36728,2.17257
41.36810,2.17321
41.36951,2.17403
41.37038,2.17454
41.37124,2.17532
41.37332,2.17698
41.37462,2.17813
41.37593,2.17841
41.37673,2.17908
41.37748,2.17970
41.37945,2.18131
41.38029,2.18200
41.38083,2.18298
41.38107,2.18407
41.38221,2.18643
41.38406,2.19043
41.38496,2.19232
41.38569,2.19344
41.38798,2.19654
41.39002,2.19925
41.39079,2.20029
41.39542,2.20644
41.39623,2.20740
41.39732,2.20827
41.39877,2.20916
41.39995,2.21018
41.40062,2.21101
41.40576,2.21782
41.40675,2.21914
41.40740,2.21992
41.40825,2.22071
41.40967,2.22156
41.41127,2.22217
41.41236,2.22279
41.41418,2.22447
41.41495,2.22509
41.41597,2.22555
41.41702,2.22568
41.41806,2.22548
41.41924,2.22483
41.42037,2.22355
41.42174,2.22081
41.42265,2.21939
41.42352,2.21838
41.42441,2.21766
41.42559,2.21802
41.42657,2.21885
41.42735,2.21939
41.42806,2.22007
41.42870,2.22080
41.42951,2.22172
41.43107,2.22333
41.43200,2.22405
41.43484,2.22477
41.43595,2.22508
41.43782,2.22603
41.43854,2.22659
41.43978,2.22775
41.44135,2.22930
41.44279,2.23071
41.44659,2.23443
41.44800,2.23588
41.45093,2.23927
41.45241,2.24100
41.45326,2.24214
41.45452,2.24483
41.45517,2.24600
41.45677,2.24866
41.45760,2.25009
41.45798,2.25094
41.45845,2.25274
41.45950,2.25722
41.46024,2.25978
41.46094,2.26188
41.46204,2.26491
41.46256,2.26622
41.46374,2.26887
41.46481,2.27121
41.46530,2.27323
41.46549,2.27421
41.46576,2.27517
41.46652,2.27658
41.46719,2.27733
41.46796,2.27791
41.46897,2.27859
41.47015,2.27967
41.47099,2.28066
41.47179,2.28152
41.47270,2.28223
41.47450,2.28350
41.47550,2.28432
41.47623,2.28505
41.47721,2.28633
41.47835,2.28850
41.47935,2.29059
41.48025,2.29210
41.48091,2.29297
41.48167,2.29378
41.48245,2.29446
41.48338,2.29513
41.48429,2.29570
41.48529,2.29634
41.48605,2.29689
41.48680,2.29753
41.48751,2.29836
41.48816,2.29940
41.48859,2.30033
41.48901,2.30170
41.48925,2.30316
41.48929,2.30422
41.48921,2.30550
41.48891,2.30700
41.48799,2.30972
41.48742,2.31141
41.48714,2.31241
41.48671,2.31439
41.48654,2.31599
41.48656,2.31763
41.48676,2.31905
41.48708,2.32017
41.48755,2.32137
41.48818,2.32250
41.48948,2.32398
41.49057,2.32539
41.49116,2.32644
41.49165,2.32769
41.49205,2.32913
41.49224,2.33035
41.49237,2.33188
41.49245,2.33436
41.49246,2.33636
41.49257,2.33861
41.49281,2.34029
41.49340,2.34237
41.49398,2.34405
41.49446,2.34595
41.49474,2.34710
41.49513,2.34827
41.49590,2.34977
41.49650,2.35067
41.49736,2.35157
41.49840,2.35238
41.50065,2.35376
41.50160,2.35462
41.50243,2.35567
41.50366,2.35792
41.50412,2.35901
41.50486,2.36096
41.50553,2.36306
41.50624,2.36549
41.50745,2.36919
41.50799,2.37059
41.50908,2.37301
41.50987,2.37454
41.51104,2.37659
41.51178,2.37785
41.51344,2.38074
41.51441,2.38270
41.51526,2.38469
41.51588,2.38639
41.51667,2.38879
41.51739,2.39126
41.51803,2.39377
41.51916,2.39888
41.51960,2.40044
41.51996,2.40150
41.52052,2.40294
41.52091,2.40397
41.52162,2.40548
41.52211,2.40638
41.52363,2.40914
41.52455,2.41091
41.52595,2.41379
41.52671,2.41554
41.52735,2.41730
41.52770,2.41872
41.52807,2.42180
41.52843,2.42358
41.52892,2.42566
41.52914,2.42695
41.52928,2.42885
41.52928,2.43074
41.52921,2.43266
41.52911,2.43357
41.52910,2.43452
41.52755,2.43624
41.52867,2.43534
41.52961,2.43511
41.52985,2.43418
41.52942,2.43326
41.52950,2.43054
41.52948,2.42891
41.52932,2.42716
41.52908,2.42587
41.52827,2.42249
41.52807,2.42106
41.52793,2.41967
41.52775,2.41845
41.52708,2.41623
41.52613,2.41392
41.52503,2.41164
41.52426,2.40990
41.52370,2.40802
41.52337,2.40689
41.52261,2.40554
41.52183,2.40460
41.52111,2.40357
41.52060,2.40251
41.52008,2.40140
41.51955,2.39966
41.51916,2.39812
41.51870,2.39599
41.51818,2.39370
41.51754,2.39115
41.51696,2.38916
41.51608,2.38644
41.51545,2.38471
41.51467,2.38286
41.51411,2.38165
41.51293,2.37944
41.51072,2.37568
41.50943,2.37332
41.50870,2.37178
41.50758,2.36899
41.50698,2.36714
41.50610,2.36434
41.50498,2.36077
41.50452,2.35953
41.50360,2.35735
41.50270,2.35572
41.50168,2.35440
41.50069,2.35353
41.49905,2.35253
41.49801,2.35186
41.49655,2.35037
41.49590,2.34940
41.49543,2.34849
41.49489,2.34692
41.49448,2.34517
41.49410,2.34381
41.49375,2.34280
41.49316,2.34104
41.49285,2.33951
41.49267,2.33775
41.49259,2.33273
41.49251,2.33127
41.49232,2.32968
41.49203,2.32835
41.49177,2.32749
41.49134,2.32641
41.49078,2.32537
41.49017,2.32449
41.48901,2.32318
41.48838,2.32246
41.48771,2.32131
41.48717,2.31990
41.48684,2.31855
41.48669,2.31709
41.48672,2.31584
41.48687,2.31446
41.48715,2.31305
41.48751,2.31174
41.48867,2.30832
41.48912,2.30690
41.48932,2.30590
41.48943,2.30496
41.48945,2.30394
41.48937,2.30275
41.48916,2.30157
41.48883,2.30046
41.48826,2.29919
41.48737,2.29788
41.48667,2.29714
41.48593,2.29652
41.48502,2.29590
41.48301,2.29462
41.48216,2.29395
41.48121,2.29299
41.48039,2.29190
41.47969,2.29064
41.47915,2.28946
41.47865,2.28823
41.47794,2.28656
41.47724,2.28533
41.47642,2.28434
41.47546,2.28355
41.47372,2.28255
41.47274,2.28198
41.47179,2.28125
41.47021,2.27950
41.46947,2.27878
41.46766,2.27750
41.46640,2.27615
41.46596,2.27529
41.46519,2.27191
41.46486,2.27096
41.46439,2.26996
41.46358,2.26820
41.46231,2.26522
41.46079,2.26104
41.46023,2.25931
41.45931,2.25593
41.45857,2.25267
41.45810,2.25086
41.45687,2.24854
41.45564,2.24649
41.45488,2.24520
41.45444,2.24429
41.45359,2.24245
41.45296,2.24145
41.45152,2.23974
41.44902,2.23683
41.44778,2.23543
41.44373,2.23142
41.44032,2.22806
41.43880,2.22660
41.43735,2.22555
41.43550,2.22474
41.43334,2.22435
41.43235,2.22404
41.43129,2.22331
41.42963,2.22164
41.42878,2.22063
41.42800,2.21944
41.42754,2.21852
41.42702,2.21741
41.42620,2.21612
41.42515,2.21525
41.42403,2.21563
41.42352,2.21682
41.42332,2.21800
41.42254,2.21923
41.42155,2.22088
41.42076,2.22255
41.42011,2.22370
41.41952,2.22441
41.41865,2.22506
41.41732,2.22550
41.41600,2.22541
41.41441,2.22452
41.41310,2.22325
41.41201,2.22243
41.41120,2.22199
41.41020,2.22161
41.40866,2.22085
41.40751,2.21987
41.40679,2.21900
41.40540,2.21716
41.40142,2.21188
41.40010,2.21018
41.39884,2.20904
41.39797,2.20846
41.39693,2.20785
41.39568,2.20659
41.39351,2.20370
41.38909,2.19781
41.38761,2.19582
41.38638,2.19417
41.38544,2.19290
41.38494,2.19204
41.38272,2.18722
41.38128,2.18435
41.38101,2.18322
41.38076,2.18232
41.37871,2.18059
41.37700,2.17921
41.37610,2.17838
41.37491,2.17813
41.37256,2.17623
41.37069,2.17466
41.36993,2.17407
41.36888,2.17364
41.36802,2.17299
41.36668,2.17203
41.36499,2.17109
41.36260,2.16934
41.36190,2.16864
41.36040,2.16657
41.35921,2.16471
41.35776,2.16278
41.35458,2.15927
41.35342,2.15784
41.35289,2.15695
41.35238,2.15575
41.35189,2.15385
41.35165,2.15277
41.35113,2.15078
41.35015,2.14789
41.34966,2.14664
41.34906,2.14555
41.34783,2.14582
41.34711,2.14653
41.34617,2.14665
41.34506,2.14610
41.34464,2.14496
41.34497,2.14405
41.34553,2.14239
41.34580,2.14145
41.34553,2.14045
41.34373,2.13923
41.34435,2.13663
41.34447,2.13537
41.34555,2.13496
41.34661,2.13467
41.34744,2.13430
41.34946,2.13288
41.35138,2.13080
41.35191,2.12985
41.35347,2.12792
